episodeid	eventId	year	monthname	beginyearmonth	beginday	begintime	begindatetime	endyearmonth	endday	endtime	enddatetime	eventtype	eventcat	state	county	totalinjuries	totaldeaths	totaldamage	magnitude	magnitudetype	category	fscale
1197324	5469413	2005	August	200508	8	1630	8/8/05 16:30	200508	8	1630	8/8/05 16:30	Thunderstorm Wind	Wind	NEW MEXICO	LEA	0	0	15000	60	EG		
1200955	5480821	2005	August	200508	4	1550	8/4/05 15:50	200508	4	1550	8/4/05 15:50	Thunderstorm Wind	Wind	TEXAS	NACOGDOCHES	1	0	0	55	EG		
1198457	5476036	2005	August	200508	29	1638	8/29/05 16:38	200508	29	1654	8/29/05 16:54	Thunderstorm Wind	Wind	GEORGIA	GWINNETT	1	0	0	34	EG		
1202222	5482446	2005	December	200512	8	600	12/8/05 6:00	200512	8	1800	12/8/05 18:00	Winter Storm	Blizzard / Snowstorm	MISSOURI	ST. LOUIS (C)	0	2	0				
1202019	5485257	2005	December	200512	9	1330	12/9/05 13:30	200512	9	1430	12/9/05 14:30	Winter Storm	Blizzard / Snowstorm	RHODE ISLAND	WESTERN KENT	2	0	0				
1202682	5483437	2005	December	200512	15	600	12/15/05 6:00	200512	15	1200	12/15/05 12:00	Winter Weather	Blizzard / Snowstorm	NORTH CAROLINA	GRANVILLE	3	1	0				
1202017	5485159	2005	December	200512	4	730	12/4/05 7:30	200512	4	930	12/4/05 9:30	Winter Weather	Blizzard / Snowstorm	MASSACHUSETTS	SOUTHEAST MIDDLESEX	5	0	0				
1202792	5484027	2005	December	200512	18	100	12/18/05 1:00	200512	20	900	12/20/05 9:00	Winter Weather	Blizzard / Snowstorm	TEXAS	ROBERTS	0	1	0				
1202792	5484013	2005	December	200512	18	200	12/18/05 2:00	200512	20	900	12/20/05 9:00	Winter Weather	Blizzard / Snowstorm	TEXAS	OLDHAM	0	1	0				
1202792	5484016	2005	December	200512	18	200	12/18/05 2:00	200512	20	900	12/20/05 9:00	Winter Weather	Blizzard / Snowstorm	TEXAS	CARSON	1	1	0				
1202792	5484012	2005	December	200512	18	200	12/18/05 2:00	200512	20	900	12/20/05 9:00	Winter Weather	Blizzard / Snowstorm	TEXAS	MOORE	2	1	0				
1202792	5484011	2005	December	200512	18	200	12/18/05 2:00	200512	20	900	12/20/05 9:00	Winter Weather	Blizzard / Snowstorm	TEXAS	RANDALL	4	0	0				
1202792	5484010	2005	December	200512	18	200	12/18/05 2:00	200512	20	900	12/20/05 9:00	Winter Weather	Blizzard / Snowstorm	TEXAS	POTTER	8	1	0				
1202225	5482579	2005	December	200512	5	0	12/5/05 0:00	200512	7	1000	12/7/05 10:00	Cold/Wind Chill	Cold	ILLINOIS	COOK	0	3	0				
1202226	5482580	2005	December	200512	18	0	12/18/05 0:00	200512	22	1000	12/22/05 10:00	Cold/Wind Chill	Cold	ILLINOIS	COOK	0	4	0				
1202227	5482673	2005	December	200512	25	0	12/25/05 0:00	200512	25	1000	12/25/05 10:00	Cold/Wind Chill	Cold	ILLINOIS	COOK	0	1	0				
1203179	5489217	2005	December	200512	1	0	12/1/05 0:00	200512	31	2359	12/31/05 23:59	Drought	Drought	OKLAHOMA	LOGAN	0	0	1005000				
1202773	5483603	2005	December	200512	27	1200	12/27/05 12:00	200512	28	2000	12/28/05 20:00	Wildfire	Fire	OKLAHOMA	CHOCTAW	2	0	0				
1202748	5483575	2005	December	200512	27	1430	12/27/05 14:30	200512	28	600	12/28/05 6:00	Wildfire	Fire	TEXAS	CALLAHAN	16	2	0				
1202844	5488451	2005	December	200512	27	1800	12/27/05 18:00	200512	27	2345	12/27/05 23:45	Wildfire	Fire	TEXAS	HOOD	2	0	0				
1203181	5489420	2005	December	200512	27	930	12/27/05 9:30	200512	27	2330	12/27/05 23:30	Wildfire	Fire	OKLAHOMA	HUGHES	0	1	0				
1202844	5488450	2005	December	200512	27	1800	12/27/05 18:00	200512	27	2345	12/27/05 23:45	Wildfire	Fire	TEXAS	COOKE	8	1	0				
1202510	5483800	2005	December	200512	21	800	12/21/05 8:00	200512	21	1500	12/21/05 15:00	Coastal Flood	Flood	CALIFORNIA	X SE LOS ANGELES	1	0	0				
1202570	5482516	2005	December	200512	31	700	12/31/05 7:00	200512	31	2359	12/31/05 23:59	Flood	Flood	CALIFORNIA	SONOMA	0	0	1.30E+07				
1202217	5482306	2005	December	200512	31	1200	12/31/05 12:00	200512	31	1200	12/31/05 12:00	Flood	Flood	CALIFORNIA	CENTRAL SISKIYOU COUNTY	0	1	0				
1203191	5487885	2005	December	200512	29	630	12/29/05 6:30	200512	31	2359	12/31/05 23:59	Flood	Flood	CALIFORNIA	MENDOCINO INTERIOR	0	0	5.00E+07				
1202872	5488741	2005	December	200512	15	1100	12/15/05 11:00	200512	15	1700	12/15/05 17:00	Ice Storm	Ice / Sleet / Hail	NORTH CAROLINA	ROWAN	0	1	0				
1203039	5489373	2005	December	200512	27	1100	12/27/05 11:00	200512	27	1100	12/27/05 11:00	Avalanche	Landslide / Avalanche	WYOMING	WIND RIVER MOUNTAINS EAST	0	1	0				
1204961	5490157	2005	December	200512	22	1230	12/22/05 12:30	200512	22	1230	12/22/05 12:30	Avalanche	Landslide / Avalanche	COLORADO	S & SE GRAND / W CENTRAL & SW BOULDER / GILPIN / CLEAR CREEK / SUMMIT / N & W PARK COUNTIES ABOVE 9000 FEET	0	1	0				
1202233	5482801	2005	December	200512	14	1245	12/14/05 12:45	200512	14	1245	12/14/05 12:45	Lightning	Lightning	TEXAS	HARRIS	2	0	0				
1202741	5482539	2005	December	200512	21	700	12/21/05 7:00	200512	22	1900	12/22/05 19:00	High Surf	Surf / Tide / Tsunami	CALIFORNIA	ORANGE COUNTY COASTAL PLAIN	1	0	0				
1202741	5482538	2005	December	200512	21	700	12/21/05 7:00	200512	22	1900	12/22/05 19:00	High Surf	Surf / Tide / Tsunami	CALIFORNIA	SAN DIEGO COUNTY COASTS	1	0	0				
1203154	5489000	2005	December	200512	5	1145	12/5/05 11:45	200512	5	1150	12/5/05 11:50	Tornado	Vortex	GEORGIA	WORTH	2	0	0				F1
1202785	5483623	2005	December	200512	5	730	12/5/05 7:30	200512	5	930	12/5/05 9:30	High Wind	Wind	SOUTH DAKOTA	PENNINGTON CO PLAINS	0	0	2000	51	MG		
1202167	5485289	2005	December	200512	25	200	12/25/05 2:00	200512	25	1000	12/25/05 10:00	Strong Wind	Wind	WASHINGTON	MASON T SW & NW/KITSAP T X SE/EC&SE JEFFERSON	1	0	0	46	MG		
1201991	5484864	2005	December	200512	18	1027	12/18/05 10:27	200512	18	1956	12/18/05 19:56	Strong Wind	Wind	HAWAII	OLOMANA	1	1	0	40	EG		
1184956	5437167	2005	February	200502	28	530	2/28/05 5:30	200502	28	2359	2/28/05 23:59	Winter Weather	Blizzard / Snowstorm	INDIANA	ELKHART	4	1	0				
1184650	5439070	2005	February	200502	6	1800	2/6/05 18:00	200502	7	1000	2/7/05 10:00	Winter Weather	Blizzard / Snowstorm	KANSAS	OSBORNE	0	0	2000				
1184651	5439219	2005	February	200502	8	800	2/8/05 8:00	200502	8	1900	2/8/05 19:00	Winter Weather	Blizzard / Snowstorm	NEBRASKA	YORK	0	0	2000				
1184651	5439212	2005	February	200502	8	800	2/8/05 8:00	200502	8	1900	2/8/05 19:00	Winter Weather	Blizzard / Snowstorm	NEBRASKA	HALL	0	0	2000				
1184651	5439213	2005	February	200502	8	800	2/8/05 8:00	200502	8	1900	2/8/05 19:00	Winter Weather	Blizzard / Snowstorm	NEBRASKA	HAMILTON	0	0	20000				
1184891	5437414	2005	February	200502	6	830	2/6/05 8:30	200502	6	830	2/6/05 8:30	Cold/Wind Chill	Cold	MONTANA	EASTERN ROOSEVELT	0	1	0				
1185456	5441775	2005	February	200502	21	1530	2/21/05 15:30	200502	21	1815	2/21/05 18:15	Flood	Flood	CALIFORNIA	SAN DIEGO COUNTY COASTS	0	1	0				
1185143	5437181	2005	February	200502	13	2000	2/13/05 20:00	200502	14	800	2/14/05 8:00	Ice Storm	Ice / Sleet / Hail	MICHIGAN	MECOSTA	0	0	10000				
1185143	5437179	2005	February	200502	13	2000	2/13/05 20:00	200502	14	800	2/14/05 8:00	Ice Storm	Ice / Sleet / Hail	MICHIGAN	OSCEOLA	0	0	10000				
1185143	5437180	2005	February	200502	13	2000	2/13/05 20:00	200502	14	800	2/14/05 8:00	Ice Storm	Ice / Sleet / Hail	MICHIGAN	CLARE	0	0	10000				
1185143	5442375	2005	February	200502	13	2000	2/13/05 20:00	200502	14	800	2/14/05 8:00	Ice Storm	Ice / Sleet / Hail	MICHIGAN	GRATIOT	0	0	10000				
1185143	5442374	2005	February	200502	13	2000	2/13/05 20:00	200502	14	800	2/14/05 8:00	Ice Storm	Ice / Sleet / Hail	MICHIGAN	ISABELLA	0	0	10000				
1185395	5441283	2005	February	200502	13	1000	2/13/05 10:00	200502	13	1002	2/13/05 10:02	Avalanche	Landslide / Avalanche	COLORADO	NORTHWESTERN SAN JUAN MOUNTAINS	1	0	0				
1185393	5441281	2005	February	200502	13	1300	2/13/05 13:00	200502	13	1302	2/13/05 13:02	Avalanche	Landslide / Avalanche	COLORADO	SOUTHWESTERN SAN JUAN MOUNTAINS	1	0	0				
1185444	5441760	2005	February	200502	20	2100	2/20/05 21:00	200502	20	2100	2/20/05 21:00	Debris Flow	Landslide / Avalanche	CALIFORNIA	NE ORANGE	0	1	0				
1185138	5437172	2005	February	200502	24	758	2/24/05 7:58	200502	24	758	2/24/05 7:58	Lightning	Lightning	TEXAS	HARRIS	1	0	0				
1185135	5437849	2005	February	200502	1	1900	2/1/05 19:00	200502	1	1900	2/1/05 19:00	Lightning	Lightning	TEXAS	HARRIS	1	1	0				
1185441	5441696	2005	February	200502	24	1730	2/24/05 17:30	200502	24	1730	2/24/05 17:30	Lightning	Lightning	CALIFORNIA	RIVERSIDE	1	0	0				
1185152	5441230	2005	February	200502	23	2130	2/23/05 21:30	200502	23	2130	2/23/05 21:30	Heavy Rain	Rain / Thunderstorm	GEORGIA	CLAYTON	1	0	0				
1184951	5437157	2005	February	200502	15	1500	2/15/05 15:00	200502	18	1500	2/18/05 15:00	High Surf	Surf / Tide / Tsunami	AMERICAN SAMOA	MANU'A	2	0	1000				
1184951	5437156	2005	February	200502	14	1500	2/14/05 15:00	200502	16	1200	2/16/05 12:00	Hurricane (Typhoon)	Tropical Vortex	AMERICAN SAMOA	MANU'A	0	0	1001000				
1186692	5444665	2005	February	200502	24	1500	2/24/05 15:00	200502	26	1500	2/26/05 15:00	Hurricane (Typhoon)	Tropical Vortex	AMERICAN SAMOA	SWAINS	0	0	7000				
1185412	5441473	2005	February	200502	12	400	2/12/05 4:00	200502	12	1800	2/12/05 18:00	Dense Fog	Visibility / Fog	UTAH	NE BOX ELDER T X NE/W WEBER/DAVIS	12	0	0				
1184990	5437934	2005	February	200502	27	1545	2/27/05 15:45	200502	27	1545	2/27/05 15:45	Tornado	Vortex	FLORIDA	BREVARD	1	0	60000				F1
1199503	5478630	2005	February	200502	21	1354	2/21/05 13:54	200502	21	1358	2/21/05 13:58	Tornado	Vortex	CALIFORNIA	SACRAMENTO	0	0	65000				F0
1185183	5441541	2005	February	200502	11	2145	2/11/05 21:45	200502	12	400	2/12/05 4:00	Strong Wind	Wind	HAWAII	OAHU KOOLAU	1	0	0	42	EG		
1184989	5437933	2005	February	200502	27	1610	2/27/05 16:10	200502	27	1610	2/27/05 16:10	Thunderstorm Wind	Wind	FLORIDA	BREVARD	0	0	2000	60	EG		
1184319	5436444	2005	January	200501	9	300	1/9/05 3:00	200501	12	600	1/12/05 6:00	Blizzard	Blizzard / Snowstorm	ALASKA	EASTERN BEAUFORT SEA COAST	2	0	0				
1183737	5433699	2005	January	200501	15	800	1/15/05 8:00	200501	18	2000	1/18/05 20:00	Heavy Snow	Blizzard / Snowstorm	IDAHO	CENTRAL PANHANDLE MOUNTAINS	0	2	0				
1183865	5434908	2005	January	200501	22	1000	1/22/05 10:00	200501	23	1100	1/23/05 11:00	Heavy Snow	Blizzard / Snowstorm	PENNSYLVANIA	MONTGOMERY	0	1	0				
1184832	5437282	2005	January	200501	16	1900	1/16/05 19:00	200501	19	1300	1/19/05 13:00	Heavy Snow	Blizzard / Snowstorm	ALASKA	JUNEAU BOROUGH AND NORTHERN ADMIRALTY ISLAND	2	0	9000				
1184635	5438448	2005	January	200501	7	2200	1/7/05 22:00	200501	9	1200	1/9/05 12:00	Heavy Snow	Blizzard / Snowstorm	CALIFORNIA	MENDOCINO INTERIOR	1	0	0				
1184456	5438693	2005	January	200501	3	1200	1/3/05 12:00	200501	6	1700	1/6/05 17:00	Heavy Snow	Blizzard / Snowstorm	ARIZONA	WHITE MOUNTAINS	0	2	0				
1185406	5441383	2005	January	200501	3	100	1/3/05 1:00	200501	6	800	1/6/05 8:00	Heavy Snow	Blizzard / Snowstorm	UTAH	NORTHERN WASATCH FRONT/BRIGHAM CITY/OGDEN BOUNTIFUL	0	1	0				
1182703	5434326	2005	January	200501	4	800	1/4/05 8:00	200501	5	900	1/5/05 9:00	Winter Storm	Blizzard / Snowstorm	KANSAS	GOVE	0	1	0				
1184262	5436157	2005	January	200501	23	0	1/23/05 0:00	200501	23	700	1/23/05 7:00	Winter Storm	Blizzard / Snowstorm	CONNECTICUT	NORTHERN LITCHFIELD	0	1	0				
1182714	5432768	2005	January	200501	4	1400	1/4/05 14:00	200501	5	1200	1/5/05 12:00	Winter Storm	Blizzard / Snowstorm	KANSAS	RUSSELL	2	0	0				
1182714	5432781	2005	January	200501	4	1400	1/4/05 14:00	200501	5	1200	1/5/05 12:00	Winter Storm	Blizzard / Snowstorm	KANSAS	SEDGWICK	0	3	0				
1183201	5433028	2005	January	200501	4	1400	1/4/05 14:00	200501	6	600	1/6/05 6:00	Winter Storm	Blizzard / Snowstorm	NEBRASKA	SARPY	0	2	0				
1184566	5438309	2005	January	200501	7	600	1/7/05 6:00	200501	8	2300	1/8/05 23:00	Winter Storm	Blizzard / Snowstorm	CALIFORNIA	KERN CTY MTNS	0	1	0				
1184733	5438003	2005	January	200501	7	600	1/7/05 6:00	200501	8	1200	1/8/05 12:00	Winter Storm	Blizzard / Snowstorm	CALIFORNIA	SAN BERNARDINO COUNTY MOUNTAINS	3	0	0				
1184211	5434728	2005	January	200501	27	1000	1/27/05 10:00	200501	28	1600	1/28/05 16:00	Winter Weather	Blizzard / Snowstorm	NEBRASKA	THAYER	0	0	4000				
1183657	5434187	2005	January	200501	11	330	1/11/05 3:30	200501	11	1200	1/11/05 12:00	Winter Weather	Blizzard / Snowstorm	OREGON	FOOTHILLS OF THE BLUE MOUNTAINS	1	0	0				
1184007	5436321	2005	January	200501	10	940	1/10/05 9:40	200501	10	1030	1/10/05 10:30	Winter Weather	Blizzard / Snowstorm	KANSAS	LYON	3	0	0				
1184006	5436320	2005	January	200501	11	725	1/11/05 7:25	200501	11	725	1/11/05 7:25	Winter Weather	Blizzard / Snowstorm	KANSAS	COFFEY	5	1	0				
1183726	5433537	2005	January	200501	27	630	1/27/05 6:30	200501	27	820	1/27/05 8:20	Cold/Wind Chill	Cold	NEW YORK	SOUTHEAST SUFFOLK	0	1	0				
1183726	5433536	2005	January	200501	27	630	1/27/05 6:30	200501	27	820	1/27/05 8:20	Cold/Wind Chill	Cold	NEW YORK	SOUTHWEST SUFFOLK	0	2	0				
1183833	5434548	2005	January	200501	23	1800	1/23/05 18:00	200501	24	1000	1/24/05 10:00	Cold/Wind Chill	Cold	PENNSYLVANIA	NORTHAMPTON	0	1	0				
1183841	5434636	2005	January	200501	28	0	1/28/05 0:00	200501	28	900	1/28/05 9:00	Cold/Wind Chill	Cold	NEW JERSEY	MORRIS	0	2	0				
1183824	5436615	2005	January	200501	18	400	1/18/05 4:00	200501	18	1400	1/18/05 14:00	Cold/Wind Chill	Cold	PENNSYLVANIA	BUCKS	1	0	0				
1183841	5434731	2005	January	200501	28	0	1/28/05 0:00	200501	28	900	1/28/05 9:00	Cold/Wind Chill	Cold	NEW JERSEY	SUSSEX	0	2	0				
1182709	5432757	2005	January	200501	23	1800	1/23/05 18:00	200501	25	1000	1/25/05 10:00	Cold/Wind Chill	Cold	WEST VIRGINIA	MCDOWELL	0	1	0				
1183824	5436619	2005	January	200501	18	400	1/18/05 4:00	200501	18	1400	1/18/05 14:00	Cold/Wind Chill	Cold	PENNSYLVANIA	LEHIGH	0	1	0				
1184107	5436378	2005	January	200501	16	100	1/16/05 1:00	200501	16	200	1/16/05 2:00	Cold/Wind Chill	Cold	MICHIGAN	WAYNE	0	1	0				
1183824	5436623	2005	January	200501	18	400	1/18/05 4:00	200501	18	1400	1/18/05 14:00	Cold/Wind Chill	Cold	PENNSYLVANIA	PHILADELPHIA	0	1	0				
1184426	5438281	2005	January	200501	5	1500	1/5/05 15:00	200501	5	1500	1/5/05 15:00	Cold/Wind Chill	Cold	MINNESOTA	BLUE EARTH	0	2	0				
1184428	5438288	2005	January	200501	15	2300	1/15/05 23:00	200501	15	2300	1/15/05 23:00	Cold/Wind Chill	Cold	MINNESOTA	RAMSEY	0	1	0				
1183883	5435162	2005	January	200501	4	1030	1/4/05 10:30	200501	4	1659	1/4/05 16:59	Flash Flood	Flood	MISSOURI	MCDONALD	0	2	0				
1184771	5436670	2005	January	200501	11	640	1/11/05 6:40	200501	11	800	1/11/05 8:00	Flash Flood	Flood	CALIFORNIA	SAN DIEGO	2	0	0				
1184792	5436694	2005	January	200501	10	1800	1/10/05 18:00	200501	10	1900	1/10/05 19:00	Flash Flood	Flood	CALIFORNIA	SAN BERNARDINO	0	1	0				
1184607	5438621	2005	January	200501	3	1340	1/3/05 13:40	200501	3	1340	1/3/05 13:40	Flash Flood	Flood	ARKANSAS	MARION	0	1	0				
1184695	5439119	2005	January	200501	9	800	1/9/05 8:00	200501	10	2200	1/10/05 22:00	Flash Flood	Flood	CALIFORNIA	LOS ANGELES	0	1	0				
1183676	5434424	2005	January	200501	4	200	1/4/05 2:00	200501	31	1400	1/31/05 14:00	Flood	Flood	INDIANA	WARREN	0	1	0				
1184773	5436672	2005	January	200501	9	1500	1/9/05 15:00	200501	12	700	1/12/05 7:00	Flood	Flood	CALIFORNIA	X W SAN DIEGO	2	0	0				
1184774	5436673	2005	January	200501	10	0	1/10/05 0:00	200501	10	930	1/10/05 9:30	Flood	Flood	CALIFORNIA	W/S ORANGE	1	0	0				
1182705	5432738	2005	January	200501	5	930	1/5/05 9:30	200501	8	500	1/8/05 5:00	Flood	Flood	OHIO	MORGAN	0	1	0				
1183936	5435709	2005	January	200501	12	2255	1/12/05 22:55	200501	13	1600	1/13/05 16:00	Flood	Flood	MISSOURI	LAWRENCE	0	1	0				
1184490	5438741	2005	January	200501	8	150	1/8/05 1:50	200501	10	1635	1/10/05 16:35	Flood	Flood	KENTUCKY	ESTILL	0	0	2000				
1184763	5438144	2005	January	200501	9	1100	1/9/05 11:00	200501	11	1100	1/11/05 11:00	Flood	Flood	CALIFORNIA	SAN BERNARDINO COUNTY VALLEY/THE INLAND EMPIRE	1	0	0				
1185407	5441396	2005	January	200501	10	800	1/10/05 8:00	200501	11	1500	1/11/05 15:00	Flood	Flood	UTAH	SC WASHINGTON	6	1	0				
1184830	5437215	2005	January	200501	18	1100	1/18/05 11:00	200501	19	200	1/19/05 2:00	Ice Storm	Ice / Sleet / Hail	ALASKA	INNER CHANNELS FROM KUPREANOF ISLAND TO ETOLIN ISLAND	3	0	6000				
1184623	5438258	2005	January	200501	5	1850	1/5/05 18:50	200501	6	517	1/6/05 5:17	Ice Storm	Ice / Sleet / Hail	INDIANA	JAY	1	0	0				
1196480	5470321	2005	January	200501	25	700	1/25/05 7:00	200501	25	1130	1/25/05 11:30	Ice Storm	Ice / Sleet / Hail	NEVADA	GREATER RENO/CARSON CITY/MINDEN AREA	0	1	0				
1183877	5435141	2005	January	200501	12	1330	1/12/05 13:30	200501	12	1330	1/12/05 13:30	Avalanche	Landslide / Avalanche	WASHINGTON	E KING/E PIERCE/E LEWIS	1	1	0				
1184310	5436060	2005	January	200501	3	1155	1/3/05 11:55	200501	3	1200	1/3/05 12:00	Avalanche	Landslide / Avalanche	COLORADO	ELKHEAD AND PARK MOUNTAINS	0	1	0				
1185407	5441398	2005	January	200501	8	900	1/8/05 9:00	200501	8	930	1/8/05 9:30	Avalanche	Landslide / Avalanche	UTAH	X NW KANE/XS XE IRON/N W WASHINGTON/NW WC GARFIELD/PIUTE/W WAYNE/SEVIER T C/X E MILLARD/S SANPETE T SC/X SE JUAB/P X NW EMERY/X E BEAVER	0	2	0				
1185405	5441297	2005	January	200501	1	945	1/1/05 9:45	200501	1	1000	1/1/05 10:00	Avalanche	Landslide / Avalanche	UTAH	NE BOX ELDER T X NE/W WEBER/DAVIS	1	0	0				
1184314	5436423	2005	January	200501	11	2100	1/11/05 21:00	200501	11	2100	1/11/05 21:00	Debris Flow	Landslide / Avalanche	COLORADO	GRAND VALLEY	6	0	0				
1184695	5439122	2005	January	200501	10	1315	1/10/05 13:15	200501	10	1330	1/10/05 13:30	Debris Flow	Landslide / Avalanche	CALIFORNIA	SANTA BARBARA COUNTY SOUTH COAST	0	10	0				
1180913	5433902	2005	January	200501	14	1500	1/14/05 15:00	200501	14	1500	1/14/05 15:00	Lightning	Lightning	FLORIDA	PALM BEACH	1	0	0				
1184727	5437997	2005	January	200501	3	2150	1/3/05 21:50	200501	3	2245	1/3/05 22:45	Lightning	Lightning	CALIFORNIA	SAN BERNARDINO	1	0	0				
1184791	5436692	2005	January	200501	7	0	1/7/05 0:00	200501	11	2300	1/11/05 23:00	Heavy Rain	Rain / Thunderstorm	CALIFORNIA	SAN BERNARDINO	0	0	9.00E+06				
1184804	5436799	2005	January	200501	8	1200	1/8/05 12:00	200501	8	1200	1/8/05 12:00	Heavy Rain	Rain / Thunderstorm	CALIFORNIA	SAN DIEGO	0	1	0				
1184799	5436701	2005	January	200501	11	400	1/11/05 4:00	200501	11	2000	1/11/05 20:00	Heavy Rain	Rain / Thunderstorm	CALIFORNIA	SAN DIEGO	3	1	0				
1184823	5437205	2005	January	200501	29	1100	1/29/05 11:00	200501	29	1100	1/29/05 11:00	High Surf	Surf / Tide / Tsunami	VIRGINIA	VIRGINIA BEACH	1	1	0				
1185409	5441401	2005	January	200501	1	1720	1/1/05 17:20	200501	1	1720	1/1/05 17:20	High Surf	Surf / Tide / Tsunami	GUAM	GUAM	1	1	0				
1180910	5433806	2005	January	200501	4	700	1/4/05 7:00	200501	4	700	1/4/05 7:00	Rip Current	Surf / Tide / Tsunami	FLORIDA	BROWARD	0	1	0				
1184210	5434707	2005	January	200501	21	0	1/21/05 0:00	200501	21	2000	1/21/05 20:00	Dense Fog	Visibility / Fog	NEBRASKA	HALL	0	0	4000				
1183929	5435571	2005	January	200501	12	2056	1/12/05 20:56	200501	12	2057	1/12/05 20:57	Tornado	Vortex	MISSOURI	OZARK	0	0	5000				F0
1183927	5435569	2005	January	200501	12	2130	1/12/05 21:30	200501	12	2150	1/12/05 21:50	Tornado	Vortex	MISSOURI	HOWELL	0	0	30000				F1
1183928	5435570	2005	January	200501	12	2150	1/12/05 21:50	200501	12	2152	1/12/05 21:52	Tornado	Vortex	MISSOURI	SHANNON	0	0	10000				F0
1184002	5436171	2005	January	200501	13	1758	1/13/05 17:58	200501	13	1802	1/13/05 18:02	Tornado	Vortex	GEORGIA	EARLY	5	2	0				F1
1189868	5453693	2005	January	200501	13	1913	1/13/05 19:13	200501	13	1913	1/13/05 19:13	Tornado	Vortex	SOUTH CAROLINA	LAURENS	1	0	0				F2
1200586	5482099	2005	January	200501	12	2258	1/12/05 22:58	200501	12	2315	1/12/05 23:15	Tornado	Vortex	LOUISIANA	CLAIBORNE	12	0	0				F2
1200587	5482100	2005	January	200501	12	2325	1/12/05 23:25	200501	12	2355	1/12/05 23:55	Tornado	Vortex	ARKANSAS	UNION	13	2	0				F3
1184024	5434642	2005	January	200501	11	1230	1/11/05 12:30	200501	11	1235	1/11/05 12:35	High Wind	Wind	NEVADA	WESTERN CLARK/SOUTHERN NYE	1	0	0	54	EG		
1184567	5438314	2005	January	200501	7	1210	1/7/05 12:10	200501	7	1730	1/7/05 17:30	High Wind	Wind	CALIFORNIA	SE S.J. VALLEY	0	0	15000	65.2	MG		
1184567	5438311	2005	January	200501	7	1145	1/7/05 11:45	200501	7	1400	1/7/05 14:00	High Wind	Wind	CALIFORNIA	E CENTRAL S.J. VALLEY	0	0	16000	57.4	MG		
1184754	5438125	2005	January	200501	7	1100	1/7/05 11:00	200501	7	1800	1/7/05 18:00	Strong Wind	Wind	CALIFORNIA	SAN DIEGO COUNTY COASTS	1	0	0	26	MG		
1182733	5433363	2005	January	200501	13	723	1/13/05 7:23	200501	13	723	1/13/05 7:23	Thunderstorm Wind	Wind	MISSISSIPPI	KEMPER	2	0	0	80	EG		
1182733	5433364	2005	January	200501	13	730	1/13/05 7:30	200501	13	730	1/13/05 7:30	Thunderstorm Wind	Wind	MISSISSIPPI	NOXUBEE	2	0	0	75	EG		
1183099	5434394	2005	January	200501	4	2235	1/4/05 22:35	200501	4	2235	1/4/05 22:35	Thunderstorm Wind	Wind	TEXAS	ANDREWS	0	0	1000	52	EG		
1183694	5432973	2005	January	200501	13	235	1/13/05 2:35	200501	13	235	1/13/05 2:35	Thunderstorm Wind	Wind	LOUISIANA	CALCASIEU	15	0	0	50	EG		
1184579	5438427	2005	January	200501	12	1800	1/12/05 18:00	200501	12	1805	1/12/05 18:05	Thunderstorm Wind	Wind	ARKANSAS	BENTON	1	0	0	70	EG		
1193692	5461520	2005	July	200507	5	1300	7/5/05 13:00	200507	9	1700	7/9/05 17:00	Wildfire	Fire	CALIFORNIA	W/S ORANGE	8	0	0				
1194157	5465397	2005	July	200507	7	1700	7/7/05 17:00	200507	21	1800	7/21/05 18:00	Wildfire	Fire	ARIZONA	SANTA CRUZ COUNTY	13	0	0				
1195036	5464106	2005	July	200507	5	1400	7/5/05 14:00	200507	5	1600	7/5/05 16:00	Flash Flood	Flood	SOUTH DAKOTA	PENNINGTON	0	0	1000				
1195702	5466453	2005	July	200507	5	1750	7/5/05 17:50	200507	5	1850	7/5/05 18:50	Flash Flood	Flood	ALABAMA	ETOWAH	1	0	0				
1195860	5466133	2005	July	200507	25	445	7/25/05 4:45	200507	25	635	7/25/05 6:35	Flash Flood	Flood	MINNESOTA	FILLMORE	0	0	8000				
1193860	5464732	2005	July	200507	12	1650	7/12/05 16:50	200507	12	1850	7/12/05 18:50	Flash Flood	Flood	PUERTO RICO	CENTRAL INTERIOR	0	2	0				
1195622	5466511	2005	July	200507	16	1508	7/16/05 15:08	200507	16	1630	7/16/05 16:30	Flash Flood	Flood	OHIO	LORAIN	0	2	0				
1195497	5468558	2005	July	200507	6	2000	7/6/05 20:00	200507	6	2300	7/6/05 23:00	Flash Flood	Flood	GEORGIA	FAYETTE	0	1	0				
1196021	5471094	2005	July	200507	18	1200	7/18/05 12:00	200507	18	1400	7/18/05 14:00	Flash Flood	Flood	NEW HAMPSHIRE	SULLIVAN	0	0	2000				
1196272	5470081	2005	July	200507	25	1659	7/25/05 16:59	200507	25	1800	7/25/05 18:00	Flash Flood	Flood	COLORADO	RIO BLANCO	5	0	0				
1195501	5467642	2005	July	200507	10	300	7/10/05 3:00	200507	11	800	7/11/05 8:00	Flash Flood	Flood	GEORGIA	UPSON	1	0	0				
1193149	5458506	2005	July	200507	26	2100	7/26/05 21:00	200507	31	2359	7/31/05 23:59	Flood	Flood	IOWA	BOONE	0	0	4000				
1193149	5458507	2005	July	200507	26	2100	7/26/05 21:00	200507	31	2359	7/31/05 23:59	Flood	Flood	IOWA	BUTLER	0	0	4000				
